scheme,month,metric,family,statistic,method,value,candidate_n,base_value
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_C3_Q10,5.3790590298184915,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,AllTime DerivCount,5.233727362322254,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,Current DerivCount,3.3904388894041015,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,Vanilla PageRank,5.233727362322254,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,Downloads,3.1583562896623234,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,Likes,5.185286495752723,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,MTPR_time_safe_typed,5.0665591568016675,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,Simplified_MTPR_time_safe_typed,4.9888353755145145,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,No-Propagation ModelRank,5.038636364669294,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,EventValue_time_safe_typed,3.3904388894041015,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,No child quality,5.102131291912224,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,No type weight,5.102131291912224,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,No parent size,5.009643740624777,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,No quality teleport,5.010225295692094,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,No PageRank propagation,4.917691105293402,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,No temporal inheritance,5.038636364669293,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,No event injection,4.97702435951428,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_000,5.038636364669294,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_025,5.271133705464831,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_050,5.332210794663773,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_065,5.361877421774212,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_075,5.376106275818435,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_090,5.407516737906938,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_095,5.4075167379069375,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_099,5.421745591951161,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_MEM_01,5.038636364669294,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_MEM_03,5.593700759503826,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_MEM_06,5.539738097326994,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_MEM_12,5.4116784109289915,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_000,3.7418083381033305,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_005,5.379059029818493,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_015,5.3790590298184915,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_020,5.3790590298184915,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_030,5.379059029818493,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_040,5.379059029818493,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_050,5.379059029818493,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_060,5.379059029818493,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_070,5.3790590298184915,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_080,5.3790590298184915,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_090,5.379059029818493,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_100,5.315029186619491,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_WD_000,5.57188339299072,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_WD_025,5.669741536322213,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_WD_075,5.188175378234677,516733,0.0018854431901700653
primary,2025-07,future_child_like_quality_sum_3m,descendant_quality,lift,S_WD_100,5.006065697614693,516733,0.0018854431901700653
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_C3_Q10,3.3741874199054904,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,AllTime DerivCount,3.6809317308059897,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,Current DerivCount,2.883396522464692,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,Vanilla PageRank,3.6809317308059897,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,Downloads,2.059568944617637,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,Likes,3.0937354785107485,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,MTPR_time_safe_typed,3.2777820650510483,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,Simplified_MTPR_time_safe_typed,3.2164332028709484,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,No-Propagation ModelRank,3.2602538187138768,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,EventValue_time_safe_typed,2.883396522464692,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,No child quality,3.3303668040625625,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,No type weight,3.3303668040625625,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,No parent size,3.2164332028709484,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,No quality teleport,3.5582340064457902,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,No PageRank propagation,3.0148583699934774,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,No temporal inheritance,3.2777820650510483,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,No event injection,3.1813767101966057,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_D_000,3.2602538187138768,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_D_025,3.391715666242662,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_D_050,3.391715666242662,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_D_065,3.339130927231148,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_D_075,3.3478950503997336,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_D_090,3.435536282085591,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_D_095,3.435536282085591,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_D_099,3.444300405254176,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_MEM_01,3.2602538187138768,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_MEM_03,3.8912706868520464,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_MEM_06,3.8123935783347753,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_MEM_12,3.4881210210971045,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_Q_000,3.0411507394992348,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_Q_005,3.3741874199054904,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_Q_015,3.3741874199054904,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_Q_020,3.3741874199054904,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_Q_030,3.3741874199054904,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_Q_040,3.3741874199054904,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_Q_050,3.3741874199054904,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_Q_060,3.3741874199054904,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_Q_070,3.3741874199054904,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_Q_080,3.3741874199054904,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_Q_090,3.3741874199054904,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_Q_100,3.29531031138822,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_WD_000,3.654639361300233,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_WD_025,3.6283469917944755,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_WD_075,3.382951543074076,516733,0.0022081036047630013
primary,2025-07,future_high_download_child_count_3m,descendant_quality,lift,S_WD_100,3.2777820650510483,516733,0.0022081036047630013
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,S_C3_Q10,5.125788686315343,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,AllTime DerivCount,5.182996149332256,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,Current DerivCount,3.134968973326795,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,Vanilla PageRank,5.182996149332256,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,Downloads,2.917580613862528,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,Likes,4.725336445196958,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,MTPR_time_safe_typed,4.69101196738681,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,Simplified_MTPR_time_safe_typed,4.59948002655975,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,No-Propagation ModelRank,4.679570474783427,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,EventValue_time_safe_typed,3.134968973326795,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,No child quality,4.748219430403721,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,No type weight,4.748219430403721,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,No parent size,4.59948002655975,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,No quality teleport,4.9541662972646066,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,No PageRank propagation,4.485065100525926,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,No temporal inheritance,4.679570474783427,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,No event injection,4.55371405614622,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,S_D_000,4.679570474783427,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,S_D_025,4.965607789867989,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,S_D_050,5.057139730695049,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,S_D_065,5.091464208505196,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,S_D_075,5.114347193711961,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,S_D_090,5.171554656728873,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,S_D_095,5.171554656728873,516733,0.0016913957498359887
primary,2025-07,future_high_like_child_count_3m,descendant_quality,lift,S_D_099,5.194437641935638,516733,0.0016913957498359887
